Timestamp,Sensor_ID,Temperature,Pressure,Vibration,Network_Latency,Edge_Processing_Time,Maintenance_Status,Fuzzy_PID_Output,Predicted_Failure
2024-04-03 00:00:00,S4,97.2847312993445,111.48970164188,22.1924468608105,31.2916750380582,4.13572896254132,Normal,0.98,0
2024-04-03 00:05:00,S5,82.6053273435684,92.1625300799602,38.6702979385174,14.1306003550019,12.1810986020081,Failure,0.66,1
2024-04-03 00:10:00,S3,87.8660329550757,92.1377018329578,49.4353351028688,16.9009550778545,3.59247220555786,Failure,0.55,1
2024-04-03 00:15:00,S5,96.8999752470918,90.3632542570466,25.7032294935118,32.7189718926432,10.2537865689911,Normal,0.76,0
2024-04-03 00:20:00,S5,88.2895453725359,118.695041948984,43.7778534886515,21.8543045405315,3.60999834717563,Normal,0.53,1
2024-04-03 00:25:00,S2,66.1015617165705,112.12525078377,47.2369638133886,47.5326291460526,2.91696328870844,Normal,0.56,1
2024-04-03 00:30:00,S3,83.0515344066725,100.597542255062,48.3110477846066,42.749609179362,13.8225835479164,Normal,0.61,1
2024-04-03 00:35:00,S3,84.2686018553142,98.8960674386297,48.8040681321634,49.3426882605465,4.47167396214317,Warning,0.73,0
2024-04-03 00:40:00,S3,76.9652268520954,100.491096892375,35.6437891616442,20.3868335580166,12.6762520092762,Normal,0.72,0
2024-04-03 00:45:00,S5,89.4577694249889,113.239605935435,49.3192372397451,48.7889453119191,9.08020132439277,Normal,0.9,0
2024-04-03 00:50:00,S4,97.3746805907606,109.841118332112,42.7193062140332,27.2493547916623,3.012134754914,Normal,0.87,0
2024-04-03 00:55:00,S3,97.0227405162711,95.555867036024,24.8501430871089,23.9007518125502,14.4208264886949,Failure,0.71,1
2024-04-03 01:00:00,S5,78.0335748561653,95.2232800600225,34.3070031940391,12.0139810787741,5.2104951708946,Normal,0.67,1
2024-04-03 01:05:00,S2,64.5295218336302,92.9518694914019,41.5499352611601,12.1106103143841,13.1753894895839,Normal,0.66,1
2024-04-03 01:10:00,S4,99.3936479584934,109.80908159104,27.4202094745725,37.6804502378662,4.19453007519933,Normal,0.89,0
2024-04-03 01:15:00,S2,93.5559234578374,112.931179866652,39.2184555064666,28.3171597773611,13.1012574678441,Failure,0.53,1
2024-04-03 01:20:00,S4,64.9865072481307,97.9513928497501,39.9980143713986,19.0608650414442,2.17197456776882,Warning,0.51,1
